City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
344,Collierville,US,35.042,-89.6645,62.35,69,100,8.05,overcast clouds
345,Ancud,CL,-41.8697,-73.8203,57.22,97,100,10.92,light rain
346,Monrovia,LR,6.3005,-10.7969,81.48,77,20,4.76,few clouds
347,Ulaanbaatar,MN,47.9077,106.8832,41.13,33,40,6.71,scattered clouds
348,Hofn,IS,64.2539,-15.2082,26.62,63,100,16.11,light snow
349,Kozyatyn,UA,49.7143,28.8339,41.88,47,100,21.18,overcast clouds
350,Ontario,US,34.0633,-117.6509,70.0,74,0,3.44,clear sky
351,Tahe,CN,52.3333,124.7333,23.99,61,100,14.03,overcast clouds
352,Itarema,BR,-2.9248,-39.9167,75.25,91,100,7.31,overcast clouds
353,Vuktyl,RU,63.8567,57.3094,23.65,82,100,12.5,overcast clouds
354,Maniwaki,CA,46.3834,-75.966,23.38,93,98,1.14,overcast clouds
355,Sambava,MG,-14.2667,50.1667,84.02,66,92,7.85,overcast clouds
356,Tarut,SA,26.5733,50.0369,95.22,28,86,8.41,overcast clouds
357,Sychevka,RU,55.8252,34.2736,34.09,83,100,19.64,overcast clouds
358,Vikulovo,RU,56.8167,70.6107,41.43,94,100,17.9,overcast clouds
359,Chilca,PE,-12.5211,-76.7372,67.46,90,64,4.29,broken clouds
360,Malinyi,TZ,-8.9333,36.1333,84.58,67,62,3.51,broken clouds
361,Selizharovo,RU,56.8519,33.4487,36.0,73,100,17.34,overcast clouds
362,Naifaru,MV,5.4444,73.3657,83.73,66,3,3.2,clear sky
363,Marsabit,KE,2.3284,37.9899,79.3,47,18,17.2,few clouds
364,Kamaishi,JP,39.2667,141.8833,46.18,92,69,8.7,broken clouds
365,Adrar,MR,20.5022,-10.0711,73.62,37,53,10.22,broken clouds
366,Kampot,KH,10.6167,104.1833,87.85,64,89,5.37,overcast clouds
367,Morehead,US,37.2711,-87.1764,52.0,95,100,0.0,overcast clouds
368,Roald,NO,62.5833,6.1333,40.08,56,40,12.66,scattered clouds
369,Nanortalik,GL,60.1432,-45.2371,31.12,79,100,3.38,overcast clouds
370,Jegalia,RO,44.3,27.6333,60.06,36,0,11.03,clear sky
371,Sterling,US,39.0062,-77.4286,48.92,73,100,3.44,overcast clouds
372,Broken Hill,AU,-31.95,141.4333,78.51,24,0,9.22,clear sky
373,Kavieng,PG,-2.5744,150.7967,81.16,83,100,12.73,moderate rain
374,Yangshe,CN,31.8899,120.6052,70.0,53,100,1.01,overcast clouds
375,Ahvaz,IR,31.3203,48.6693,96.75,11,0,9.22,clear sky
376,Kapuskasing,CA,49.4169,-82.4331,33.89,74,100,3.44,overcast clouds
377,Klaksvik,FO,62.2266,-6.589,32.92,60,100,10.56,light snow
378,Mattru,SL,7.6244,-11.8332,80.74,65,68,2.15,broken clouds
379,Fairbanks,US,64.8378,-147.7164,14.23,70,0,0.0,clear sky
380,Meadow Lake,US,34.8014,-106.5436,56.97,23,0,7.87,clear sky
381,Gizo,SB,-8.103,156.8419,81.27,82,100,11.5,moderate rain
382,Ninotsminda,GE,41.2646,43.5916,36.27,96,84,6.93,broken clouds
383,Hailey,US,43.5196,-114.3153,33.66,57,75,16.11,broken clouds
384,Cam Ranh,VN,11.9214,109.1591,82.36,69,40,16.11,scattered clouds
385,Guangyuan,CN,32.442,105.823,71.19,47,73,6.64,broken clouds
386,Chigorodo,CO,7.6664,-76.6811,73.38,98,100,2.04,overcast clouds
387,Amuntai,ID,-2.4177,115.2494,81.19,82,100,0.29,light rain
388,Yangjiang,CN,21.85,111.9667,74.39,59,6,7.49,clear sky
389,Oranjemund,NA,-28.55,16.4333,65.34,64,0,3.13,clear sky
390,Ghanzi,BW,-21.5667,21.7833,78.93,27,27,4.29,scattered clouds
391,Nome,US,64.5011,-165.4064,8.67,66,0,12.66,clear sky
392,Yamada,JP,39.4667,141.95,46.76,89,33,9.84,scattered clouds
393,Sanquhar,GB,55.3653,-3.9216,49.55,95,100,18.54,moderate rain
394,Svetlogorsk,BY,52.6333,29.7333,34.7,94,100,19.71,light snow
395,Capitao Poco,BR,-1.7464,-47.0594,72.12,98,96,1.3,overcast clouds
396,Shimoda,JP,34.6667,138.95,59.36,85,66,8.28,broken clouds
397,Aklavik,CA,68.2191,-135.0107,-26.88,100,60,1.41,broken clouds
398,Cururupu,BR,-1.8283,-44.8683,73.53,98,100,2.48,overcast clouds
399,Rovaniemi,FI,66.5,25.7167,31.41,86,100,13.8,light snow
400,Guye,CN,39.7333,118.4167,61.97,25,1,14.83,clear sky
401,Kabompo,ZM,-13.5927,24.2008,66.63,95,100,3.11,light rain
402,Caraballeda,VE,10.6112,-66.8522,75.27,88,40,0.0,scattered clouds
403,Swan Hill,AU,-35.3378,143.5544,70.39,37,0,7.74,clear sky
404,Catamarca,AR,-28.4696,-65.7852,64.78,70,0,4.88,clear sky
405,Ovsyanka,RU,55.9575,92.5519,59.97,96,100,6.42,overcast clouds
406,North Bend,US,43.4065,-124.2243,48.11,85,75,10.36,broken clouds
407,Imamoglu,TR,37.2651,35.6572,67.71,61,100,3.71,overcast clouds
408,Stephenville Crossing,CA,48.5,-58.4318,33.93,93,100,4.61,overcast clouds
409,Mahebourg,MU,-20.4081,57.7,80.26,100,75,5.75,shower rain
410,Mardin,TR,37.3131,40.7436,69.06,27,0,4.61,clear sky
411,Mosquera,CO,4.7059,-74.2302,53.69,94,40,2.3,scattered clouds
412,Batemans Bay,AU,-35.7167,150.1833,67.1,93,100,5.99,overcast clouds
413,Talnakh,RU,69.4865,88.3972,22.21,77,32,8.05,scattered clouds
414,Nizwa,OM,22.9333,57.5333,93.16,10,2,10.71,clear sky
415,Mujiayingzi,CN,42.1167,118.7833,47.52,12,10,18.3,clear sky
416,Vardo,NO,70.3705,31.1107,30.18,59,40,24.16,scattered clouds
417,Malmyzh,RU,56.5205,50.6818,31.89,86,80,11.25,broken clouds
418,Bingol,TR,38.8847,40.4939,57.72,38,0,4.61,clear sky
419,Baykit,RU,61.67,96.37,30.34,93,100,7.16,light snow
420,Taupo,NZ,-38.6833,176.0833,60.1,94,100,5.3,light rain
421,Ponta Delgada,PT,37.7333,-25.6667,56.12,71,40,4.61,scattered clouds
422,Sile,TR,41.1754,29.6133,51.57,72,100,7.45,light rain
423,The Valley,AI,18.217,-63.0578,77.09,70,97,19.46,overcast clouds
424,Lagoa,PT,39.05,-27.9833,59.05,73,100,6.08,overcast clouds
425,Manono,CD,-7.3,27.4167,84.42,64,91,2.8,overcast clouds
426,Goure,NE,13.9835,10.2704,97.02,5,39,11.01,scattered clouds
427,Emirdag,TR,39.0197,31.15,66.52,25,100,20.56,overcast clouds
428,Fort Morgan,US,40.2503,-103.8,47.62,49,0,3.44,clear sky
429,Olafsvik,IS,64.8945,-23.7142,27.28,69,100,35.12,light snow
430,Tabou,CI,4.423,-7.3528,83.7,77,82,4.23,broken clouds
431,Halasztelek,HU,47.3617,18.9812,51.89,56,90,5.01,overcast clouds
432,Ternate,ID,0.8,127.4,82.47,77,16,6.53,few clouds
433,Belaya Gora,RU,68.5333,146.4167,-5.76,96,98,5.61,overcast clouds
434,Atambua,ID,-9.1061,124.8925,78.17,79,22,1.32,few clouds
435,Aban,RU,56.67,96.06,35.49,100,100,8.14,overcast clouds
436,Port Lincoln,AU,-34.7333,135.8667,63.66,73,100,4.03,overcast clouds
437,Carlisle,US,40.2015,-77.1889,43.18,72,95,3.09,overcast clouds
438,Shache,CN,38.4167,77.2406,77.77,11,0,8.66,clear sky
439,Pacific Grove,US,36.6177,-121.9166,54.43,90,100,4.0,overcast clouds
440,Nakhon Phanom,TH,17.3333,104.4167,89.4,33,100,10.13,overcast clouds
441,Iglas,IN,27.7167,77.9333,106.05,3,42,11.1,scattered clouds
442,Churapcha,RU,62.0025,132.4325,19.92,88,100,9.33,overcast clouds
443,Wote,KE,-1.7808,37.6288,84.76,41,8,8.63,clear sky
444,Mareeba,AU,-17.0,145.4333,79.52,97,34,3.33,scattered clouds
445,Batangas,PH,13.7594,121.06,77.05,78,100,7.81,heavy intensity rain
446,Erenhot,CN,43.6475,111.9767,44.15,18,99,5.06,overcast clouds
447,Constitucion,CL,-35.3333,-72.4167,52.18,72,35,6.24,scattered clouds
448,Karratha,AU,-20.7377,116.8463,90.9,43,0,13.89,clear sky
449,Cardenas,CU,23.0375,-81.2047,72.36,85,0,8.03,clear sky
450,Bognor Regis,GB,50.7821,-0.6798,55.98,87,99,14.83,overcast clouds
451,Sorsk,RU,54.0033,90.2467,52.93,61,84,6.11,broken clouds
452,Manggar,ID,-2.8833,108.2667,80.67,79,87,3.42,overcast clouds
453,Noumea,NC,-22.2763,166.4572,76.98,86,100,5.84,moderate rain
454,Casino,AU,-28.8667,153.05,71.78,88,81,5.75,broken clouds
455,Saint Anthony,US,45.0205,-93.218,37.33,84,40,13.8,scattered clouds
456,Novyy Urgal,RU,51.0736,132.5642,26.19,91,100,11.65,snow
457,Arman,RU,59.7,150.1667,23.02,95,100,3.96,overcast clouds
458,Pecos,US,31.4229,-103.4932,61.3,29,0,4.61,clear sky
459,Pinega,RU,64.7001,43.3936,32.18,78,22,8.46,few clouds
460,Caconda,AO,-13.7333,15.0667,72.75,67,70,1.92,broken clouds
461,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,75.4,74,36,4.09,scattered clouds
462,Eldoret,KE,0.5204,35.2699,75.29,38,20,11.5,few clouds
463,Prince Rupert,CA,54.3161,-130.3201,38.89,93,100,14.97,moderate rain
464,Awjilah,LY,29.1081,21.2869,99.48,4,1,6.44,clear sky
465,Abrego,CO,8.0807,-73.2205,63.54,88,98,2.77,overcast clouds
466,Cruzeiro Do Sul,BR,-29.5128,-51.9853,68.52,92,100,2.71,overcast clouds
467,Dourdan,FR,48.5277,2.0111,48.42,93,100,10.0,overcast clouds
468,Zhezkazgan,KZ,47.8043,67.7144,75.18,29,0,20.13,clear sky
469,Sao Filipe,CV,14.8961,-24.4956,70.2,69,23,10.67,few clouds
470,Linxia,CN,35.6003,103.2064,65.08,12,20,7.25,few clouds
471,Tarko-Sale,RU,64.9225,77.785,35.24,100,100,6.22,overcast clouds
472,Sicamous,CA,50.8331,-118.9856,45.57,95,95,3.4,overcast clouds
473,Sovetskiy,RU,61.3614,63.5842,33.96,100,100,6.91,overcast clouds
474,Sangar,RU,63.9242,127.4739,9.23,92,100,12.26,overcast clouds
475,Lorengau,PG,-2.0226,147.2712,82.99,78,100,14.83,overcast clouds
476,Boa Vista,BR,2.8197,-60.6733,78.78,78,75,13.8,broken clouds
477,Bozoum,CF,6.3193,16.3799,93.49,32,67,2.33,broken clouds
478,Touros,BR,-5.1989,-35.4608,76.57,84,100,9.95,overcast clouds
479,Seoul,KR,37.5683,126.9778,60.19,23,0,12.66,clear sky
480,Dindori,IN,22.95,81.0833,102.78,5,2,11.01,clear sky
481,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,76,75,17.27,broken clouds
482,Kaniama,CD,-7.5667,24.1833,81.73,60,45,2.66,scattered clouds
483,Ixtapa,MX,20.7,-105.2,62.8,78,26,2.17,scattered clouds
484,Shitanjing,CN,39.2342,106.3439,62.82,8,0,15.73,clear sky
485,Codrington,AU,-38.2667,141.9667,58.6,72,100,9.6,overcast clouds
486,Port Hawkesbury,CA,45.6169,-61.3485,32.18,92,40,20.71,scattered clouds
487,Kolpashevo,RU,58.3131,82.9089,41.18,100,100,10.2,overcast clouds
488,Ratnagiri,IN,16.9833,73.3,86.81,67,68,12.19,broken clouds
489,Dustlik,UZ,40.5247,68.0358,88.54,12,0,5.17,clear sky
490,Lynn Haven,US,30.2455,-85.6483,69.98,91,40,4.61,scattered clouds
491,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,61,0,2.24,clear sky
492,Kailua,US,21.4022,-157.7394,73.38,80,20,9.22,few clouds
493,Tikhvin,RU,59.6451,33.5294,39.22,80,100,16.49,overcast clouds
494,Saint-Raymond,CA,45.467,-73.6095,35.71,66,20,3.44,few clouds
495,Lenina,RU,46.0667,39.7833,49.84,49,58,7.63,broken clouds
496,Sarany,RU,58.5,58.8833,29.84,96,100,11.86,light snow
497,Alofi,NU,-19.0595,-169.9187,73.29,94,100,5.75,overcast clouds
498,Haines Junction,CA,60.7522,-137.5108,21.15,73,36,2.3,scattered clouds
499,Isla Vista,US,34.4133,-119.861,65.41,58,10,1.01,clear sky
500,Council Bluffs,US,41.2619,-95.8608,47.5,69,75,17.27,broken clouds
501,Outjo,NA,-20.1167,16.15,74.55,41,0,3.06,clear sky
502,Kavaratti,IN,10.5669,72.642,83.53,71,9,4.21,clear sky
503,Nyurba,RU,63.2842,118.3319,16.66,84,100,6.51,overcast clouds
504,Bosaso,SO,11.2842,49.1816,82.38,89,0,11.5,clear sky
505,Krasnoselkup,RU,65.7,82.4667,34.34,100,100,8.9,overcast clouds
506,Sayyan,YE,15.1718,44.3244,71.85,7,11,6.29,few clouds
507,Marathon,US,44.9,-89.7668,32.2,93,100,5.75,fog
508,San Andres,CO,12.5847,-81.7006,80.62,83,75,6.91,broken clouds
509,Chapais,CA,49.7834,-74.8492,8.38,97,45,2.64,scattered clouds
510,Luwingu,ZM,-10.2621,29.9271,74.25,66,99,4.36,overcast clouds
511,Itupiranga,BR,-5.1347,-49.3267,75.52,98,96,1.25,overcast clouds
512,Eidsvag,NO,62.7767,8.0668,36.25,61,99,5.14,overcast clouds
513,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,48,0,27.63,clear sky
514,Vernon,CA,50.2581,-119.2691,45.21,43,100,4.61,overcast clouds
515,Trairi,BR,-3.2778,-39.2689,73.35,96,95,5.66,overcast clouds
516,Paso De Carrasco,UY,-34.8603,-56.0522,46.54,81,0,5.75,clear sky
517,Binga,ZW,-17.6203,27.3414,81.36,60,62,1.19,broken clouds
518,Usinsk,RU,65.9939,57.5281,19.08,83,100,10.02,overcast clouds
519,Grand Baie,MU,-20.0182,57.5802,80.46,84,91,7.0,overcast clouds
520,Price,US,39.5994,-110.8107,54.66,40,100,13.8,overcast clouds
521,Cockburn Town,TC,21.4612,-71.1419,77.92,75,9,15.52,clear sky
522,Gambela,ET,8.25,34.5833,99.95,25,95,6.76,overcast clouds
523,Abalak,RU,58.1286,68.5944,37.85,100,100,7.11,moderate rain
524,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.62,99,54,0.65,broken clouds
525,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.31,85,88,7.29,light rain
526,Meulaboh,ID,4.1363,96.1285,82.81,72,100,6.29,overcast clouds
527,Lima,PE,-12.0432,-77.0282,71.91,74,0,3.44,clear sky
528,Galle,LK,6.0367,80.217,83.7,68,77,5.1,broken clouds
529,Skaelskor,DK,55.2506,11.2935,39.69,62,75,20.87,broken clouds
530,Weymouth,US,42.2209,-70.9398,44.31,67,40,6.91,scattered clouds
531,Oga,IT,46.4631,10.347,38.08,88,11,4.94,few clouds
532,Marau,BR,-28.4492,-52.2,61.47,97,80,3.02,broken clouds
533,Alcantara,BR,-2.4089,-44.4147,77.2,95,100,4.34,light rain
534,Machilipatnam,IN,16.1667,81.1333,90.21,52,60,12.28,broken clouds
535,Namibe,AO,-15.1961,12.1522,73.49,69,25,4.72,scattered clouds
536,Ugoofaaru,MV,5.6667,73.0,83.75,67,7,3.22,clear sky
537,Carauari,BR,-4.8828,-66.8958,71.33,99,100,1.68,overcast clouds
538,Bafoussam,CM,5.4737,10.4179,79.52,43,71,5.68,broken clouds
539,Pendleton,US,45.6721,-118.7886,40.6,71,20,17.27,few clouds
540,Margate,GB,51.3813,1.3862,53.11,84,100,4.0,overcast clouds
541,Tual,ID,-5.6667,132.75,82.94,68,44,7.63,scattered clouds
542,Tilichiki,RU,60.4667,166.1,9.03,92,17,6.51,few clouds
543,Chingirlau,KZ,51.095,54.0814,42.91,52,82,17.96,broken clouds
544,Christchurch,NZ,-43.5333,172.6333,68.41,67,100,6.91,moderate rain
545,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,93,20,4.99,few clouds
546,Teeli,RU,51.0333,90.2333,51.69,50,17,2.59,few clouds
547,Honiara,SB,-9.4333,159.95,76.66,95,100,3.71,overcast clouds
548,Beysehir,TR,37.6773,31.7246,63.52,29,100,22.37,overcast clouds
549,Rovinj,HR,45.08,13.64,55.89,68,16,4.9,few clouds
550,Weiden,DE,49.6775,12.1567,39.7,92,100,5.75,light rain
551,Southbridge,US,42.0751,-72.0334,39.31,84,16,1.99,few clouds
552,Salinas,US,36.6777,-121.6555,55.49,82,40,6.91,scattered clouds
553,Kabinda,CD,-6.1333,24.4833,83.77,56,81,3.83,broken clouds
554,Baruun-Urt,MN,46.6806,113.2792,35.51,14,13,10.65,few clouds
555,Seymchan,RU,62.8833,152.4333,7.77,89,100,8.93,overcast clouds
556,Ust-Nera,RU,64.5667,143.2,3.04,98,52,4.21,broken clouds
557,Clinton,US,42.587,-82.9199,39.72,93,75,0.0,mist
558,Elbistan,TR,38.2059,37.1983,59.99,41,100,2.51,overcast clouds
559,Kaeo,NZ,-35.1,173.7833,66.61,93,100,4.65,light rain
560,Senador Jose Porfirio,BR,-2.5908,-51.9542,72.84,99,100,1.61,overcast clouds
561,Sihora,IN,23.4833,80.1167,103.33,5,0,8.84,clear sky
562,Tuatapere,NZ,-46.1333,167.6833,58.6,95,100,3.13,light rain
563,Berlevag,NO,70.8578,29.0864,26.55,86,100,25.32,overcast clouds
564,Abrau-Dyurso,RU,44.69,37.59,47.66,62,8,8.79,clear sky
565,Tahta,EG,26.7693,31.5021,96.73,7,0,4.0,clear sky
566,Kajaani,FI,64.2273,27.7285,33.85,86,100,13.8,light rain and snow
567,Kheda,IN,22.75,72.6833,106.09,9,9,11.03,clear sky
568,Apache Junction,US,33.4151,-111.5496,72.66,40,0,6.91,clear sky
569,Alyangula,AU,-13.8483,136.4192,76.87,88,75,5.75,broken clouds
570,Olinda,BR,-8.0089,-34.8553,74.93,88,40,3.44,scattered clouds
571,Peterhead,GB,57.5058,-1.7981,33.46,99,100,3.91,snow
572,Mnogovershinnyy,RU,53.9353,139.9242,20.44,95,100,12.37,snow
573,Sobolevo,RU,54.4299,31.8996,33.12,89,100,21.63,overcast clouds
574,Pabna,BD,24.0,89.25,103.33,19,4,9.4,clear sky
575,Myre,NO,69.1036,15.9492,28.35,61,8,13.89,clear sky
576,Muravlenko,RU,63.7898,74.523,35.28,100,100,12.26,overcast clouds
577,Ahipara,NZ,-35.1667,173.1667,66.36,93,100,6.44,overcast clouds
578,Harper,LR,4.375,-7.7169,84.15,74,55,5.12,broken clouds
579,Inverell,AU,-29.7833,151.1167,70.66,72,90,1.19,overcast clouds
580,Butajira,ET,8.1167,38.3667,79.72,24,25,11.95,scattered clouds
581,Melnikovo,RU,56.5558,84.085,46.2,83,100,10.16,overcast clouds
582,Oktyabrskiy,RU,54.4815,53.471,32.45,89,96,14.47,overcast clouds
583,Ola,RU,59.5833,151.2833,23.14,94,100,6.53,overcast clouds
584,Brae,GB,60.3964,-1.353,38.79,55,100,12.62,overcast clouds
585,Ubinskoye,RU,55.3068,79.6802,45.05,88,100,13.94,overcast clouds
586,Balkhash,KZ,46.844,74.9804,72.21,18,0,8.95,clear sky
587,Yeppoon,AU,-23.1333,150.7333,80.38,73,7,10.58,clear sky
588,Innisfail,AU,-17.5333,146.0333,77.9,79,100,2.91,overcast clouds
589,Sharya,RU,58.3686,45.5144,37.17,74,79,7.96,broken clouds
590,Maryville,US,35.7565,-83.9705,54.45,64,0,8.05,clear sky
591,Pyaozerskiy,RU,65.8333,31.1667,30.63,95,100,14.83,light snow
592,Beausejour,CA,50.0622,-96.5167,34.84,84,34,12.57,scattered clouds
593,Nan,TH,18.8333,100.6667,91.42,40,0,2.3,clear sky
594,Bafoulabe,ML,13.8065,-10.8321,89.37,18,4,4.74,clear sky
595,Pinos,MX,22.3,-101.5667,50.65,22,6,8.43,clear sky
596,Sylacauga,US,33.1732,-86.2516,60.93,68,40,3.44,scattered clouds
597,Tambovka,RU,50.0969,128.0489,29.68,51,100,18.41,overcast clouds
598,Okha,RU,53.5739,142.9478,28.54,79,100,15.41,overcast clouds
599,Yuancheng,CN,36.652,107.7896,68.85,6,0,15.19,clear sky
600,Andrelandia,BR,-21.7397,-44.3092,62.31,96,100,0.69,overcast clouds
601,Buala,SB,-8.145,159.5921,78.58,88,100,6.89,light rain
602,Klamath Falls,US,42.2249,-121.7817,33.87,76,75,12.66,broken clouds
603,Beloha,MG,-25.1667,45.05,93.97,32,4,6.44,clear sky
604,Pyshchug,RU,58.8873,45.7134,34.84,84,80,6.98,light snow
605,Moranbah,AU,-22.0016,148.0466,84.94,34,24,10.89,few clouds
606,Klyuchi,RU,52.2667,79.1667,70.56,24,71,15.79,broken clouds
607,Gera,DE,50.8803,12.0819,46.15,86,100,13.2,overcast clouds
608,Palmer,US,42.1584,-72.3287,37.9,89,0,3.44,clear sky
609,Payson,US,40.0444,-111.7321,60.28,36,100,20.71,overcast clouds
610,Egvekinot,RU,66.3167,-179.1667,-10.44,83,55,11.86,broken clouds
611,Darnah,LY,32.767,22.6367,87.28,16,98,28.81,overcast clouds
612,Grants Pass,US,42.439,-123.3284,43.25,87,20,0.0,fog
613,Kaseda,JP,31.4167,130.3167,59.16,48,98,7.07,overcast clouds
614,Asfi,MA,32.2994,-9.2372,58.69,54,8,25.34,clear sky
615,Baddomalhi,PK,31.9928,74.6683,98.58,4,0,8.37,clear sky
616,Husavik,IS,66.0449,-17.3389,24.24,82,100,15.3,light snow
617,Porto Seguro,BR,-16.4497,-39.0647,73.92,94,40,5.75,scattered clouds
618,Sisimiut,GL,66.9395,-53.6735,23.97,92,86,1.41,overcast clouds
619,Wagar,SD,16.1525,36.2032,100.8,18,29,12.55,scattered clouds
620,Rocha,UY,-34.4833,-54.3333,47.35,44,0,2.48,clear sky
621,Pimenta Bueno,BR,-11.6725,-61.1936,70.39,99,100,2.01,overcast clouds
622,Shelburne,CA,44.0787,-80.2041,35.24,87,100,7.61,overcast clouds
623,San Vicente,AR,-26.6167,-54.1333,60.84,100,48,2.44,scattered clouds
624,Huilong,CN,31.8111,121.655,57.58,73,100,8.95,heavy intensity rain
625,Port Antonio,JM,18.18,-76.4612,78.71,87,25,8.34,scattered clouds
626,Benguela,AO,-12.5763,13.4055,79.48,73,21,5.55,few clouds
627,Yar-Sale,RU,66.8333,70.8333,26.73,93,98,3.53,overcast clouds
628,Carmen,MX,18.6333,-91.8333,78.73,75,4,17.98,clear sky
629,Igrim,RU,63.1906,64.4162,31.46,99,100,8.5,snow
630,Namatanai,PG,-3.6667,152.4333,80.22,82,100,6.58,light rain
631,Dali,CN,25.7,100.1833,67.89,47,69,4.09,broken clouds
632,Vorozhba,UA,51.1733,34.2192,41.7,46,100,19.1,overcast clouds
633,Mitu,CO,1.1983,-70.1733,71.29,99,100,1.66,overcast clouds
634,Tortoli,IT,39.9256,9.6572,49.82,76,40,5.75,scattered clouds
635,Sistranda,NO,63.7256,8.834,33.76,50,78,19.22,light snow
636,Alexandria,EG,31.2156,29.9553,82.94,21,84,8.3,broken clouds
637,Markova,UA,48.6758,24.4138,44.26,53,100,17.92,overcast clouds
638,Praya,CV,14.9215,-23.5087,70.93,72,19,13.24,few clouds
639,Port Hardy,CA,50.6996,-127.4199,42.8,93,100,6.91,light intensity shower rain
640,Kotovo,RU,50.3211,44.8012,42.76,47,100,12.03,overcast clouds
641,Tucurui,BR,-3.7661,-49.6725,73.33,99,100,1.97,light rain
642,Alberton,CA,46.8168,-64.0654,31.91,85,63,14.85,broken clouds
643,Ngunguru,NZ,-35.6167,174.5,67.77,88,100,8.93,overcast clouds
644,Gat,IL,31.61,34.7642,89.78,36,70,1.99,broken clouds
645,Ilhabela,BR,-23.7781,-45.3581,75.11,94,99,7.83,overcast clouds
646,Kara,TG,9.5511,1.1861,84.25,41,18,3.94,few clouds
647,Sao Joao De Pirabas,BR,-0.7747,-47.1772,74.43,94,100,3.0,moderate rain
648,San Ramon,US,37.7799,-121.978,54.5,87,0,5.75,clear sky
649,Kumi,KR,36.1136,128.336,69.48,30,100,8.48,overcast clouds
650,Agapia,RO,47.1667,26.2833,45.68,39,86,6.53,overcast clouds
651,Belyy Yar,RU,53.6039,91.3903,61.86,47,0,6.71,clear sky
652,Dhidhdhoo,MV,6.8833,73.1,83.89,69,10,4.07,clear sky
653,Changzhou,CN,31.7833,119.9667,66.9,58,71,4.54,broken clouds
654,Provideniya,RU,64.3833,-173.3,-0.71,85,36,9.46,scattered clouds
655,San Carlos Del Zulia,VE,9.0,-71.9135,74.19,96,100,4.05,overcast clouds
656,Salisbury,GB,51.0693,-1.7957,54.01,85,75,8.05,broken clouds
657,Zorgo,BF,12.2489,-0.6158,93.52,34,94,14.83,overcast clouds
658,Te Anau,NZ,-45.4167,167.7167,58.08,96,100,5.28,overcast clouds
659,Tres Arroyos,AR,-38.3739,-60.2798,52.48,41,15,15.9,few clouds
660,Lopsmarka,NO,67.3134,14.4493,23.81,64,0,10.36,clear sky
661,Serebryansk,KZ,49.6925,83.2892,37.65,100,100,5.57,overcast clouds
662,Yining,CN,29.0361,114.5636,65.95,62,98,2.15,overcast clouds
663,Kutum,SD,14.2,24.6667,93.51,9,33,15.03,scattered clouds
664,Ito,JP,34.9667,139.0833,57.94,85,52,3.78,broken clouds
665,Sitka,US,57.0531,-135.33,37.29,87,100,3.44,light rain
666,Imeni Poliny Osipenko,RU,52.4201,136.4853,25.75,96,100,17.45,snow
667,Itoman,JP,26.1247,127.6694,71.98,50,20,10.36,few clouds
668,Raga,SS,8.4596,25.678,100.81,25,9,3.6,clear sky
669,Sena Madureira,BR,-9.0656,-68.6569,71.83,93,78,0.43,broken clouds
670,Westport,US,41.1415,-73.3579,42.1,69,0,3.0,clear sky
671,Norton,ZW,-17.8833,30.7,74.28,51,37,2.26,light rain
672,Casper,US,42.8666,-106.3131,47.71,54,0,37.98,clear sky
673,Fort Smith,US,35.3859,-94.3986,60.84,85,40,5.75,scattered clouds
674,Hachinohe,JP,40.5,141.5,49.86,76,9,2.89,clear sky
675,Wanaka,NZ,-44.7,169.15,60.12,85,100,5.77,overcast clouds
676,Sawtell,AU,-30.3833,153.1,75.22,78,100,5.75,overcast clouds
677,Kitui,KE,-1.367,38.0106,82.87,45,54,8.08,broken clouds
678,Jasrana,IN,27.25,78.6833,105.91,3,43,11.01,scattered clouds
679,Coromandel,BR,-18.4733,-47.2003,62.37,80,0,2.82,clear sky
680,Anadyr,RU,64.75,177.4833,-3.5,77,0,8.95,clear sky
681,Sur,OM,22.5667,59.5289,91.6,35,0,3.36,clear sky
682,Esna,EG,25.2934,32.554,91.42,6,0,7.2,clear sky
683,Orizona,BR,-17.0314,-48.2958,62.04,77,2,2.21,clear sky
684,Bukachacha,RU,52.9833,116.9167,22.78,37,100,9.44,overcast clouds
685,Bamako,ML,12.65,-8.0,92.64,15,20,8.99,few clouds
686,Faya,SA,18.3851,42.4509,77.52,7,0,4.47,clear sky
687,Menongue,AO,-14.6585,17.691,74.84,69,59,4.27,broken clouds
688,Suchedniow,PL,51.0478,20.8292,41.02,97,100,17.18,overcast clouds
689,San Jeronimo,PE,-11.9472,-75.2829,43.23,85,33,1.99,scattered clouds
690,La Palma,US,33.8464,-118.0467,65.01,89,0,1.01,clear sky
691,Buin,CL,-33.7333,-70.75,67.05,40,0,2.44,clear sky
692,Half Moon Bay,US,37.4636,-122.4286,55.31,87,20,18.41,mist
693,Manokwari,ID,-0.8667,134.0833,81.25,81,53,5.03,broken clouds
694,Hualmay,PE,-11.0964,-77.6139,67.87,88,73,7.34,broken clouds
695,Antofagasta,CL,-23.65,-70.4,60.08,82,32,1.95,scattered clouds
