City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Coroico,BO,2022-03-29 18:57:14,-16.1889,-67.7271,78.35,52,100,5.1
295,Kavieng,PG,2022-03-29 18:57:14,-2.5744,150.7967,81.55,78,51,8.14
296,Nerchinskiy Zavod,RU,2022-03-29 18:57:15,51.3088,119.61,9.12,74,4,1.81
297,Port Moresby,PG,2022-03-29 18:57:15,-9.4431,147.1797,74.62,94,0,5.75
298,Moose Factory,CA,2022-03-29 18:57:16,51.2585,-80.6094,24.8,30,0,13.8
299,Belaya Gora,RU,2022-03-29 18:57:17,68.5333,146.4167,-19.37,100,21,2.19
300,Haines Junction,CA,2022-03-29 18:57:17,60.7522,-137.5108,33.75,55,100,4.61
301,Aden,YE,2022-03-29 18:57:18,12.7794,45.0367,80.35,66,0,11.07
302,Wasco,US,2022-03-29 18:54:52,35.5941,-119.341,60.28,71,100,4.61
303,Omboue,GA,2022-03-29 18:57:18,-1.5746,9.2618,77.02,85,90,5.61
304,Sakyla,FI,2022-03-29 18:57:19,61.0333,22.3333,22.05,76,97,5.57
305,Nuuk,GL,2022-03-29 18:57:19,64.1835,-51.7216,23.88,92,2,10.0
306,Port Blair,IN,2022-03-29 18:57:20,11.6667,92.75,78.84,94,20,1.14
307,Yangmei,CN,2022-03-29 18:57:21,24.1023,112.5618,61.23,97,100,1.1
308,San Carlos Del Zulia,VE,2022-03-29 18:57:21,9.0,-71.9135,88.79,55,100,4.14
309,Punta Alta,AR,2022-03-29 18:57:21,-38.8759,-62.0736,63.79,33,76,26.75
310,Nigran,ES,2022-03-29 18:57:22,42.1415,-8.8066,61.03,59,0,13.8
311,Zelenets,RU,2022-03-29 18:57:23,61.8849,50.7489,19.65,95,100,2.68
312,Namibe,AO,2022-03-29 18:57:23,-15.1961,12.1522,71.1,75,89,14.81
313,Ixtapa,MX,2022-03-29 18:57:24,20.7,-105.2,90.1,23,6,9.35
314,Homer,US,2022-03-29 18:57:25,59.6425,-151.5483,39.78,87,90,1.99
315,Cravo Norte,CO,2022-03-29 18:57:26,6.3017,-70.2041,77.4,76,100,2.48
316,Baruun-Urt,MN,2022-03-29 18:57:26,46.6806,113.2792,21.52,33,100,4.05
317,Gilbues,BR,2022-03-29 18:57:27,-9.8317,-45.3439,85.98,50,99,9.95
318,Buchanan,LR,2022-03-29 18:57:27,5.8808,-10.0467,81.55,83,100,8.57
319,Elk River,US,2022-03-29 18:57:28,45.3038,-93.5672,44.47,39,100,11.01
320,Xian,CN,2022-03-29 18:57:28,34.2583,108.9286,54.41,56,100,2.39
321,Stornoway,GB,2022-03-29 18:57:29,58.2093,-6.3865,40.96,63,75,17.27
322,Bethanien,NA,2022-03-29 18:57:29,-26.502,17.1583,75.88,35,7,5.39
323,Himensulan,PH,2022-03-29 18:57:30,10.5967,124.2821,82.26,74,29,10.42
324,Coihaique,CL,2022-03-29 18:55:08,-45.5752,-72.0662,54.21,43,20,8.05
325,Rovinj,HR,2022-03-29 18:57:31,45.08,13.64,53.42,93,96,11.32
326,Yarada,IN,2022-03-29 18:57:31,17.65,83.2667,82.72,89,40,5.75
327,Chokurdakh,RU,2022-03-29 18:57:32,70.6333,147.9167,-18.9,95,5,3.13
328,Lavrentiya,RU,2022-03-29 18:57:32,65.5833,-171.0,-5.66,92,30,5.68
329,Port-Cartier,CA,2022-03-29 18:58:32,50.0334,-66.8654,37.51,85,86,13.11
330,Namie,JP,2022-03-29 18:58:33,37.4833,141.0,47.71,88,0,5.5
331,Soyo,AO,2022-03-29 18:58:33,-6.1349,12.3689,76.48,83,30,1.21
332,Songjianghe,CN,2022-03-29 18:58:34,42.1859,127.479,30.87,98,100,2.42
333,Isla Mujeres,MX,2022-03-29 18:58:34,21.2311,-86.731,84.25,63,0,16.91
334,Shikarpur,PK,2022-03-29 18:58:35,27.9571,68.6379,80.49,5,0,12.57
335,Mecca,SA,2022-03-29 18:58:35,21.4267,39.8261,79.74,39,1,1.9
336,Pangnirtung,CA,2022-03-29 18:58:36,66.1451,-65.7125,21.2,73,100,4.61
337,Mangai,CD,2022-03-29 18:58:36,-4.05,19.5333,73.45,86,95,2.37
338,Pochutla,MX,2022-03-29 18:58:37,15.7432,-96.4661,88.83,38,100,10.31
339,Jiazi,CN,2022-03-29 18:58:37,22.8779,116.067,67.32,87,100,11.14
340,Paarl,ZA,2022-03-29 18:58:38,-33.7338,18.9752,63.01,91,77,6.8
341,Sangar,RU,2022-03-29 18:58:38,63.9242,127.4739,-10.26,99,95,3.76
342,Broomfield,US,2022-03-29 18:58:39,39.9205,-105.0866,55.69,67,100,11.99
343,Hami,CN,2022-03-29 18:58:39,42.8,93.45,48.11,28,100,14.61
344,Rawson,AR,2022-03-29 18:58:39,-43.3002,-65.1023,53.65,42,100,35.95
345,Sigli,ID,2022-03-29 18:58:40,5.3848,95.9609,78.94,84,25,4.61
346,Ucluelet,CA,2022-03-29 18:58:40,48.9329,-125.5528,48.09,93,100,1.01
347,Slavonski Brod,HR,2022-03-29 18:58:41,45.1603,18.0156,59.18,51,100,5.3
348,Kurumkan,RU,2022-03-29 18:58:41,54.3,110.3,0.48,87,18,4.7
349,Westport,US,2022-03-29 18:56:09,41.1415,-73.3579,39.34,39,100,11.99
350,Ardesen,TR,2022-03-29 18:58:42,41.1911,40.9875,52.0,62,98,11.63
351,Sitka,US,2022-03-29 18:58:42,57.0531,-135.33,38.64,91,100,6.42
352,Noumea,NC,2022-03-29 18:58:43,-22.2763,166.4572,81.0,99,100,6.76
353,Muswellbrook,AU,2022-03-29 18:58:43,-32.2667,150.9,64.24,99,100,3.42
354,Paamiut,GL,2022-03-29 18:58:44,61.994,-49.6678,31.05,72,12,6.2
355,Vila Franca Do Campo,PT,2022-03-29 18:58:44,37.7167,-25.4333,61.21,96,100,6.17
356,Kalulushi,ZM,2022-03-29 18:58:45,-12.8378,28.0919,62.64,97,26,4.29
357,Chicama,PE,2022-03-29 18:58:45,-7.8447,-79.1469,70.34,58,52,11.23
358,Mana,GF,2022-03-29 18:58:45,5.6592,-53.7767,80.37,69,99,10.85
359,Rudnichnyy,RU,2022-03-29 18:58:46,59.617,52.4703,14.88,97,100,2.75
360,Carnot,CF,2022-03-29 18:58:46,4.9409,15.8665,79.09,22,6,2.1
361,Lucea,JM,2022-03-29 18:56:29,18.451,-78.1736,84.85,69,20,22.44
362,Bambous Virieux,MU,2022-03-29 18:55:09,-20.3428,57.7575,80.85,69,40,5.75
363,Esmeraldas,BR,2022-03-29 18:58:47,-19.7625,-44.3139,87.91,58,100,1.39
364,Los Llanos De Aridane,ES,2022-03-29 18:58:48,28.6585,-17.9182,64.15,80,20,8.99
365,Hovd,MN,2022-03-29 18:58:48,48.0056,91.6419,29.3,37,94,4.97
366,Nuevo Ideal,MX,2022-03-29 18:58:49,24.8875,-105.0728,79.25,11,100,21.79
367,Juan Lacaze,UY,2022-03-29 18:58:49,-34.4342,-57.4381,81.12,63,79,10.67
368,Khorixas,NA,2022-03-29 18:58:50,-20.3667,14.9667,74.95,49,94,13.44
369,Mount Gambier,AU,2022-03-29 18:58:50,-37.8333,140.7667,55.31,76,100,2.3
370,Zaozerne,UA,2022-03-29 18:58:51,45.1582,33.2787,49.32,74,100,20.62
371,Carhuamayo,PE,2022-03-29 18:58:51,-10.9167,-76.0333,47.57,72,99,8.52
372,Dharchula,IN,2022-03-29 18:58:52,29.85,80.5333,62.96,34,0,7.47
373,Kalmunai,LK,2022-03-29 18:54:44,7.4167,81.8167,78.66,87,4,7.38
374,Acari,PE,2022-03-29 18:58:52,-15.4311,-74.6158,81.72,53,25,11.36
375,Yaan,NG,2022-03-29 18:58:53,7.3833,8.5667,88.93,11,72,0.81
376,Bilma,NE,2022-03-29 18:58:53,18.6853,12.9164,79.18,4,2,5.57
377,Gopalpur,IN,2022-03-29 18:59:54,19.2667,84.9167,77.67,93,1,16.2
378,Port Hedland,AU,2022-03-29 18:59:54,-20.3167,118.5667,84.25,70,75,4.61
379,Petrovsk-Zabaykalskiy,RU,2022-03-29 18:59:55,51.273,108.843,0.68,98,6,2.55
380,Watrous,CA,2022-03-29 18:59:55,51.6668,-105.4679,24.58,80,100,23.02
381,Vila,PT,2022-03-29 18:59:55,42.0304,-8.1588,49.08,88,97,5.17
382,Sibolga,ID,2022-03-29 18:59:56,1.7427,98.7792,75.42,79,59,3.78
383,Balikpapan,ID,2022-03-29 18:59:56,-1.2675,116.8289,81.59,78,20,4.61
384,Batagay-Alyta,RU,2022-03-29 18:59:57,67.8006,130.4114,-8.63,88,99,3.87
385,Marzuq,YE,2022-03-29 18:59:57,14.4,46.4667,67.95,24,2,4.07
386,Matara,LK,2022-03-29 18:59:58,5.9485,80.5353,77.49,88,2,1.79
387,Semnan,IR,2022-03-29 18:59:58,35.5729,53.3971,52.5,32,0,4.0
388,Iqaluit,CA,2022-03-29 18:59:58,63.7506,-68.5145,22.73,79,100,3.44
389,Leh,IN,2022-03-29 18:59:59,34.1667,77.5833,25.63,58,0,1.43
390,Outjo,NA,2022-03-29 18:59:59,-20.1167,16.15,70.79,65,96,10.45
391,Shaturtorf,RU,2022-03-29 19:00:00,55.5672,39.4169,26.83,96,100,5.39
392,Calama,CL,2022-03-29 19:00:01,-22.4667,-68.9333,75.09,12,0,16.44
393,Pingxiang,CN,2022-03-29 19:00:02,27.6167,113.85,62.31,98,99,1.54
394,Sault Sainte Marie,CA,2022-03-29 18:59:34,46.5168,-84.3333,30.02,43,20,4.61
395,Fort Nelson,CA,2022-03-29 19:00:06,58.8053,-122.7002,33.12,99,94,1.77
396,Ndola,ZM,2022-03-29 18:58:09,-12.9587,28.6366,63.5,97,70,4.99
397,Terrace,CA,2022-03-29 18:55:37,54.5163,-128.6035,42.71,75,100,3.44
398,Bima,ID,2022-03-29 19:00:12,-8.4667,118.7167,76.14,91,100,2.35
399,Fukue,JP,2022-03-29 19:00:17,32.6881,128.8419,61.52,91,100,15.73
400,Rundu,NA,2022-03-29 19:00:19,-17.9333,19.7667,71.94,66,99,4.32
401,Shelburne,CA,2022-03-29 19:00:20,44.0787,-80.2041,30.13,45,6,10.4
402,Bandarbeyla,SO,2022-03-29 19:00:21,9.4942,50.8122,80.08,77,67,18.21
403,Oranjemund,NA,2022-03-29 19:00:21,-28.55,16.4333,63.21,87,100,4.03
404,Birjand,IR,2022-03-29 19:00:22,32.8663,59.2211,48.92,32,0,5.32
405,Afua,BR,2022-03-29 19:00:23,-0.1567,-50.3867,74.39,96,100,2.26
406,Moosomin,CA,2022-03-29 19:00:24,50.1333,-101.6677,29.14,96,100,14.07
407,Ati,TD,2022-03-29 19:00:25,13.2154,18.3353,81.25,6,78,11.21
408,Kapoeta,SS,2022-03-29 19:00:26,4.7717,33.5903,84.83,38,48,3.09
409,Yumen,CN,2022-03-29 19:00:27,40.2833,97.2,39.6,37,90,9.26
410,Kemin,KG,2022-03-29 19:00:28,42.7846,75.6892,24.67,95,92,1.9
411,Mandan,US,2022-03-29 19:00:29,46.8267,-100.8896,49.01,44,0,5.01
412,Naze,JP,2022-03-29 19:00:29,28.3667,129.4833,64.63,84,100,15.3
413,Poshekhonye,RU,2022-03-29 19:00:30,58.4993,39.1353,12.16,94,100,2.77
414,Sarahan,IN,2022-03-29 19:00:30,31.5167,77.8,51.98,26,0,7.36
415,Kinel,RU,2022-03-29 18:56:58,53.2333,50.65,36.64,91,97,12.19
416,Hay River,CA,2022-03-29 19:00:31,60.8156,-115.7999,25.79,95,100,7.38
417,Peace River,CA,2022-03-29 19:00:22,56.2501,-117.286,40.93,68,91,11.3
418,Mackay,AU,2022-03-29 19:00:32,-21.15,149.2,70.68,56,0,7.31
419,Coahuayana,MX,2022-03-29 19:00:33,18.7333,-103.6833,90.27,27,6,7.49
420,Seymchan,RU,2022-03-29 19:00:33,62.8833,152.4333,2.37,91,100,4.21
421,Ballangen,NO,2022-03-29 19:00:34,68.3428,16.8315,28.62,80,75,11.5
422,Coquimbo,CL,2022-03-29 19:00:34,-29.9533,-71.3436,68.32,60,0,8.46
423,Bathsheba,BB,2022-03-29 19:00:34,13.2167,-59.5167,80.51,66,10,16.64
424,Sinazongwe,ZM,2022-03-29 19:01:35,-17.2614,27.4618,74.16,79,11,5.21
425,Baykit,RU,2022-03-29 19:01:36,61.67,96.37,4.21,100,100,1.81
426,Makakilo City,US,2022-03-29 19:01:36,21.3469,-158.0858,75.69,81,100,8.75
427,Remedios,CU,2022-03-29 19:01:37,22.4947,-79.5458,79.0,55,93,17.74
428,Jiuquan,CN,2022-03-29 19:01:37,39.7432,98.5174,39.83,37,100,0.65
429,Sesheke,ZM,2022-03-29 19:01:38,-17.4759,24.2968,66.07,94,14,4.32
430,Goleniow,PL,2022-03-29 19:00:58,53.5639,14.8285,43.61,56,0,6.91
431,Port Macquarie,AU,2022-03-29 18:57:51,-31.4333,152.9167,67.89,100,75,11.5
432,Miles City,US,2022-03-29 19:01:39,46.4083,-105.8406,44.13,46,100,24.85
433,Holbeach,GB,2022-03-29 19:01:40,52.804,0.0144,45.97,80,11,7.0
434,Kloulklubed,PW,2022-03-29 19:01:40,7.0419,134.2556,82.83,74,6,13.4
435,Uran,IN,2022-03-29 19:01:40,18.8769,72.9397,84.16,69,0,6.22
436,Guerrero Negro,MX,2022-03-29 19:01:41,27.9769,-114.0611,68.05,56,3,17.11
437,Watertown,US,2022-03-29 18:57:37,42.3709,-71.1828,39.42,36,85,11.99
438,Morehead,US,2022-03-29 19:01:42,37.2711,-87.1764,63.99,37,0,9.22
439,Saldanha,ZA,2022-03-29 19:01:42,-33.0117,17.9442,61.57,86,6,8.12
440,Clyde River,CA,2022-03-29 19:01:42,70.4692,-68.5914,2.79,87,25,3.65
441,Anderson,US,2022-03-29 18:57:21,34.5334,-82.6499,63.39,29,98,1.99
442,Shingu,JP,2022-03-29 19:01:43,33.7333,135.9833,52.45,90,46,4.65
443,Korgen,NO,2022-03-29 19:01:44,66.0771,13.8153,24.93,99,100,2.46
444,Hvolsvollur,IS,2022-03-29 19:01:44,63.7533,-20.2243,38.82,64,79,1.3
445,Antofagasta,CL,2022-03-29 19:01:44,-23.65,-70.4,72.21,49,17,11.05
446,Emba,KZ,2022-03-29 19:01:45,48.8264,58.1442,32.9,82,58,23.4
447,La Ronge,CA,2022-03-29 19:01:45,55.1001,-105.2842,27.66,81,100,5.86
448,Xalpatlahuac,MX,2022-03-29 19:01:46,17.4667,-98.6167,87.26,17,5,2.24
449,Onguday,RU,2022-03-29 19:01:46,50.75,86.15,19.92,91,100,3.98
450,Suruc,TR,2022-03-29 19:01:47,36.9761,38.425,53.13,49,100,4.54
451,Lujan,AR,2022-03-29 19:01:46,-34.5703,-59.105,82.26,79,99,8.01
452,Inta,RU,2022-03-29 19:01:47,66.0317,60.1659,4.96,96,95,4.92
453,Fare,PF,2022-03-29 19:01:48,-16.7,-151.0167,82.13,70,3,17.52
454,Black River,JM,2022-03-29 18:59:18,18.0264,-77.8487,83.17,53,19,6.31
455,Sioux Lookout,CA,2022-03-29 19:01:48,50.1001,-91.917,34.36,96,100,9.91
456,Svetlaya,RU,2022-03-29 19:01:49,46.5389,138.3297,33.44,66,100,8.63
457,Santa Marta,CO,2022-03-29 19:01:49,11.2408,-74.199,86.9,61,98,18.01
458,Nishihara,JP,2022-03-29 19:01:50,26.1842,127.7558,70.88,88,75,11.5
459,Hwange,ZW,2022-03-29 19:01:50,-18.3693,26.5019,68.81,81,9,3.4
460,Mahibadhoo,MV,2022-03-29 19:01:51,3.7833,72.9667,82.06,70,0,3.74
461,Grootfontein,NA,2022-03-29 19:01:51,-19.5667,18.1167,69.31,58,54,5.17
462,San Felipe,VE,2022-03-29 19:01:52,10.3399,-68.7425,83.48,62,100,9.86
463,Flin Flon,CA,2022-03-29 19:01:52,54.7682,-101.865,28.17,78,100,8.84
464,Matagami,CA,2022-03-29 19:01:53,49.7502,-77.6328,21.31,42,75,13.8
465,Mocuba,MZ,2022-03-29 19:01:53,-16.8392,36.9856,70.27,98,29,3.74
466,Springdale,US,2022-03-29 19:01:54,36.1867,-94.1288,74.57,61,0,26.46
467,Santo Amaro Da Imperatriz,BR,2022-03-29 19:01:54,-27.6881,-48.7786,87.66,82,0,6.38
468,Hobyo,SO,2022-03-29 19:02:55,5.3505,48.5268,81.43,70,9,17.6
469,Pierre,US,2022-03-29 19:02:07,44.3683,-100.351,51.85,40,100,11.01
470,Amarante Do Maranhao,BR,2022-03-29 19:02:55,-5.5667,-46.7422,77.59,91,100,3.4
471,Billings,US,2022-03-29 19:02:56,45.7833,-108.5007,40.28,75,100,12.66
472,Petropavlovsk-Kamchatskiy,RU,2022-03-29 19:02:56,53.0452,158.6483,23.59,58,0,13.42
473,Tyup,KG,2022-03-29 19:02:57,42.7276,78.3648,27.25,87,99,9.46
474,Bambanglipuro,ID,2022-03-29 19:01:20,-7.95,110.2833,77.29,86,82,3.33
475,Hualmay,PE,2022-03-29 19:02:58,-11.0964,-77.6139,75.36,73,13,12.08
476,Talnakh,RU,2022-03-29 19:02:58,69.4865,88.3972,18.59,94,100,11.7
477,Grand Gaube,MU,2022-03-29 19:02:59,-20.0064,57.6608,79.2,77,1,1.99
478,Marsh Harbour,BS,2022-03-29 19:02:59,26.5412,-77.0636,74.75,61,0,2.71
479,Algiers,DZ,2022-03-29 19:02:49,36.7525,3.042,58.82,88,75,2.3
480,Kimbe,PG,2022-03-29 19:03:00,-5.5502,150.1429,74.66,92,60,2.46
481,Pointe Michel,DM,2022-03-29 19:03:00,15.25,-61.3833,79.92,62,100,13.65
482,Bani Walid,LY,2022-03-29 19:03:01,31.7566,13.9942,69.44,31,55,13.02
483,Saint-Leu,RE,2022-03-29 19:03:01,-21.15,55.2833,76.06,83,100,9.48
484,Torres,BR,2022-03-29 19:03:02,-29.3353,-49.7269,90.82,67,0,12.66
485,La Palma,US,2022-03-29 19:03:02,33.8464,-118.0467,68.5,66,75,5.01
486,Urucurituba,BR,2022-03-29 19:03:03,-2.6833,-57.6667,77.67,94,100,3.8
487,Ndele,CF,2022-03-29 19:03:03,8.4109,20.6473,82.18,12,7,3.49
488,Ustye,RU,2022-03-29 19:03:04,59.6304,39.736,10.58,94,100,4.38
489,Soligalich,RU,2022-03-29 19:03:04,59.0778,42.2864,12.24,96,100,3.38
490,Vardo,NO,2022-03-29 19:03:05,70.3705,31.1107,28.38,86,75,24.16
491,Sande,DE,2022-03-29 19:03:05,53.5049,8.0142,42.84,89,100,5.41
492,Biak,ID,2022-03-29 19:03:06,-0.9131,122.8766,75.56,85,100,2.89
493,Atambua,ID,2022-03-29 19:03:06,-9.1061,124.8925,72.79,88,92,1.52
494,Chinhoyi,ZW,2022-03-29 19:03:07,-17.3667,30.2,63.45,93,96,4.74
495,El Juncal,HN,2022-03-29 19:03:07,15.45,-86.4333,88.0,46,100,2.75
496,Atasu,KZ,2022-03-29 19:03:08,48.6814,71.6433,23.9,81,100,24.74
497,Gobabis,NA,2022-03-29 19:03:08,-22.45,18.9667,73.83,47,77,11.23
498,Sidi Ali,DZ,2022-03-29 19:03:08,36.0998,0.4206,55.58,88,85,5.73
499,Kailua,US,2022-03-29 19:03:09,21.4022,-157.7394,77.14,78,100,4.0
500,Buckingham,GB,2022-03-29 19:03:09,51.9997,-0.9878,46.9,94,92,1.99
501,Kalabagh,PK,2022-03-29 19:03:10,32.965,71.557,79.61,16,0,5.39
502,Erenhot,CN,2022-03-29 19:03:11,43.6475,111.9767,31.46,33,100,13.38
503,Sola,VU,2022-03-29 19:01:23,-13.8833,167.55,81.82,75,100,5.46
504,Narsaq,GL,2022-03-29 19:03:11,60.9167,-46.05,35.82,69,71,3.62
505,Kaitangata,NZ,2022-03-29 19:03:12,-46.2817,169.8464,51.85,95,13,2.55
506,Tautira,PF,2022-03-29 19:03:12,-17.7333,-149.15,81.64,75,17,16.64
507,Atherton,GB,2022-03-29 19:03:13,53.5237,-2.4935,51.19,82,97,1.99
508,Bahadurgarh,IN,2022-03-29 19:03:13,28.6833,76.9167,78.91,9,0,1.36
509,Amapa,BR,2022-03-29 19:03:13,1.0,-52.0,77.38,95,100,2.46
510,Aligudarz,IR,2022-03-29 19:03:14,33.4006,49.6949,48.54,25,0,3.47
511,Dali,CN,2022-03-29 19:03:14,25.7,100.1833,52.83,82,10,4.97
512,Taree,AU,2022-03-29 19:03:15,-31.9,152.4667,69.12,95,100,6.04
513,Camacha,PT,2022-03-29 19:03:15,33.0833,-16.3333,60.22,77,40,21.85
514,Nabire,ID,2022-03-29 19:03:16,-3.3667,135.4833,74.43,93,100,2.17
515,Tandil,AR,2022-03-29 19:00:03,-37.3217,-59.1332,69.37,35,3,19.1
516,Kolobrzeg,PL,2022-03-29 19:04:16,54.1757,15.5834,42.96,71,100,10.27
517,Raudeberg,NO,2022-03-29 19:04:17,61.9875,5.1352,32.67,93,92,9.84
518,Presidente Medici,BR,2022-03-29 19:04:17,-11.1753,-61.9014,84.6,75,100,3.38
519,Champerico,GT,2022-03-29 19:00:33,14.3,-91.9167,86.81,54,83,12.1
520,Oktyabrskiy,RU,2022-03-29 19:04:18,54.4815,53.471,34.47,84,100,16.31
521,Luau,AO,2022-03-29 19:04:19,-10.7073,22.2247,66.56,97,100,8.08
522,Termiz,UZ,2022-03-29 19:04:19,37.2242,67.2783,48.29,40,0,2.3
523,Pemberton,CA,2022-03-29 19:04:20,50.3164,-122.8027,48.88,86,100,1.3
524,Muisne,EC,2022-03-29 19:04:21,0.6,-80.0333,80.11,79,71,5.84
525,Taunggyi,MM,2022-03-29 19:04:21,20.7833,97.0333,62.35,51,82,2.84
526,Alugan,PH,2022-03-29 19:04:22,12.2188,125.4808,78.28,85,25,9.08
527,Obukhiv,UA,2022-03-29 19:04:22,50.11,30.6227,50.54,80,100,6.46
528,Tessalit,ML,2022-03-29 19:04:23,20.1986,1.0114,88.05,7,10,11.68
529,Nymburk,CZ,2022-03-29 19:04:23,50.1861,15.0417,51.94,70,100,6.22
530,Ewa Beach,US,2022-03-29 19:04:24,21.3156,-158.0072,77.09,72,75,11.5
531,Caluquembe,AO,2022-03-29 19:04:24,-13.7833,14.6833,64.69,69,66,1.9
532,Linjiang,CN,2022-03-29 19:04:25,41.8069,126.9078,35.33,94,100,1.95
533,Upington,ZA,2022-03-29 19:02:20,-28.4478,21.2561,77.59,48,100,4.0
534,Losevo,RU,2022-03-29 19:04:26,50.6767,40.045,45.07,90,99,10.87
535,Saint-Francois,FR,2022-03-29 19:04:26,46.4154,3.9054,58.44,52,0,4.61
536,Iquitos,PE,2022-03-29 19:03:36,-3.7481,-73.2472,72.97,97,100,2.57
537,Madimba,TZ,2022-03-29 19:04:27,-10.4,40.3333,78.67,86,90,6.11
538,Swift Current,CA,2022-03-29 19:04:27,50.2834,-107.8014,32.61,65,100,17.52
539,Braganca,BR,2022-03-29 19:04:28,-1.0536,-46.7656,78.6,95,100,2.51
540,Sampang,ID,2022-03-29 19:04:28,-7.1872,113.2394,79.92,81,100,0.56
541,Valdivia,CL,2022-03-29 19:04:29,-39.8142,-73.2459,60.96,41,60,8.5
542,Tucuma,BR,2022-03-29 19:01:05,-0.1833,-50.05,74.01,95,100,2.08
543,Botucatu,BR,2022-03-29 19:03:27,-22.8858,-48.445,79.57,59,65,1.97
544,Soe,ID,2022-03-29 19:04:30,-9.8607,124.284,65.64,92,100,2.82
545,Tomatlan,MX,2022-03-29 19:04:30,19.9333,-105.25,91.2,21,0,11.48
546,Shamary,RU,2022-03-29 19:04:30,57.3434,58.2199,20.48,96,100,6.98
547,Crateus,BR,2022-03-29 19:04:31,-5.1783,-40.6775,83.86,52,100,4.61
548,Katobu,ID,2022-03-29 19:04:31,-4.9408,122.5276,75.27,92,100,2.73
549,Waitati,NZ,2022-03-29 19:04:32,-45.75,170.5667,58.8,86,11,2.17
550,Abu Samrah,SY,2022-03-29 19:04:32,35.3029,37.1841,57.33,38,100,7.83
551,Meadow Lake,US,2022-03-29 19:04:33,34.8014,-106.5436,59.68,45,100,31.14
552,Zambrow,PL,2022-03-29 19:04:33,52.9855,22.2432,40.14,72,100,2.64
553,Maniitsoq,GL,2022-03-29 19:04:34,65.4167,-52.9,27.18,87,18,8.9
554,Vaitape,PF,2022-03-29 19:04:34,-16.5167,-151.75,82.56,72,16,17.54
555,Pedernales,DO,2022-03-29 19:04:35,18.0384,-71.744,80.06,71,26,7.11
556,Ejido,VE,2022-03-29 19:04:35,8.5514,-71.2375,76.32,75,100,5.17
557,Mandalgovi,MN,2022-03-29 19:04:35,45.7625,106.2708,25.63,32,7,5.77
558,Laranjeiras Do Sul,BR,2022-03-29 19:04:36,-25.4078,-52.4161,81.37,52,26,5.91
559,Tazovskiy,RU,2022-03-29 19:04:36,67.4667,78.7,27.52,93,100,12.53
560,Roma,US,2022-03-29 19:00:05,43.2128,-75.4557,32.38,43,100,20.0
561,Guayaquil,EC,2022-03-29 19:01:04,-2.1667,-79.9,83.95,87,79,3.22
562,San Antero,CO,2022-03-29 19:05:37,9.3741,-75.7589,87.8,62,71,9.28
563,Itoman,JP,2022-03-29 19:05:38,26.1247,127.6694,71.98,92,75,16.11
564,Lasa,IT,2022-03-29 19:05:38,46.6166,10.7002,48.36,90,100,2.08
565,Hamilton,US,2022-03-29 19:05:39,39.1834,-84.5333,44.94,37,40,11.5
